Ticker ,BBERG_Ticker,Short Name,Market Cap,Revenue T12M,OPM LF,GICS Sector,GICS Ind Grp Name
GTES,GTES US Equity,GATES INDUSTRIAL,"3,599,565,824","2,758,899,904",0.59,Industrials,Capital Goods
GTLS,GTLS US Equity,CHART INDUSTRIES,"2,654,984,704","1,331,700,000",10.76,Industrials,Capital Goods
GTN,GTN US Equity,GRAY TELEVISION,"1,495,806,592","2,081,000,000",14.41,Communication Services,Media & Entertainment
GWRE,GWRE US Equity,GUIDEWIRE SOFTWA,"8,821,233,664","706,490,992",-15.22,Information Technology,Software & Services
GWW,GWW US Equity,WW GRAINGER INC,"19,061,358,592","11,632,000,000",7.23,Industrials,Capital Goods
H,H US Equity,HYATT HOTELS-A,"5,505,830,912","3,733,000,128",-103.20,Consumer Discretionary,Consumer Services
HAE,HAE US Equity,HAEMONETICS CORP,"4,054,408,448","945,604,992",5.99,Health Care,Health Care Equipment & Services
HAIN,HAIN US Equity,HAIN CELESTIAL,"3,418,523,648","2,099,839,008",3.46,Consumer Staples,"Food, Beverage & Tobacco"
HAS,HAS US Equity,HASBRO INC,"10,937,153,536","4,969,029,056",0.25,Consumer Discretionary,Consumer Durables & Apparel
HBI,HBI US Equity,HANESBRANDS INC,"5,560,127,488","6,673,213,056",13.89,Consumer Discretionary,Consumer Durables & Apparel
HCA,HCA US Equity,HCA HEALTHCARE I,"44,664,340,480","50,145,999,872",17.84,Health Care,Health Care Equipment & Services
HCSG,HCSG US Equity,HEALTHCARE SERVS,"1,713,961,728","1,803,745,024",5.10,Industrials,Commercial & Professional Services
HD,HD US Equity,HOME DEPOT INC,"302,845,722,624","112,103,997,440",11.59,Consumer Discretionary,Retailing
HDS,HDS US Equity,HD SUPPLY HOLDIN,"6,779,125,760","6,048,000,000",8.67,Industrials,Capital Goods
HEI,HEI US Equity,HEICO CORP,"12,554,079,232","2,048,274,016",23.10,Industrials,Capital Goods
HEI/A,HEI/A US Equity,HEICO CORP-A,"12,554,079,232","2,048,274,016",23.10,Industrials,Capital Goods
HELE,HELE US Equity,HELEN OF TROY,"5,274,768,896","1,751,932,000",13.54,Consumer Discretionary,Consumer Durables & Apparel
HGV,HGV US Equity,HILTON GRAND VAC,"1,911,691,520","1,408,000,000",-34.15,Consumer Discretionary,Consumer Services
HI,HI US Equity,HILLENBRAND INC,"2,536,376,064","2,309,099,968",11.92,Industrials,Capital Goods
HIG,HIG US Equity,HARTFORD FINL SV,"15,330,805,760","20,732,000,256",12.81,Financials,Insurance
HII,HII US Equity,HUNTINGTON INGAL,"6,647,597,056","8,921,000,192",2.81,Industrials,Capital Goods
HL,HL US Equity,HECLA MINING CO,"2,982,296,064","689,756,992",5.94,Materials,Materials
HLF,HLF US Equity,HERBALIFE NUTRIT,"7,106,275,328","5,074,099,968",14.08,Consumer Staples,Household & Personal Products
HLI,HLI US Equity,HOULIHAN LOKEY I,"3,976,269,312","1,120,155,008",20.17,Financials,Diversified Financials
HLIO,HLIO US Equity,HELIOS TECHNOLOG,"1,391,372,288","512,748,992",14.00,Industrials,Capital Goods
HLT,HLT US Equity,HILTON WORLDWIDE,"23,818,100,736","7,248,000,000",-53.55,Consumer Discretionary,Consumer Services
HMN,HMN US Equity,HORACE MANN EDUC,"1,661,637,248","1,287,991,968",13.13,Financials,Insurance
HMSY,HMSY US Equity,HMS HOLDINGS COR,"2,671,025,152","624,326,000",3.94,Health Care,Health Care Equipment & Services
HNI,HNI US Equity,HNI CORP,"1,379,270,784","2,127,624,960",3.56,Industrials,Commercial & Professional Services
HOG,HOG US Equity,HARLEY-DAVIDSON,"4,165,097,216","4,508,260,992",-13.42,Consumer Discretionary,Automobiles & Components
HOLX,HOLX US Equity,HOLOGIC INC,"17,608,407,040","3,295,399,936",23.21,Health Care,Health Care Equipment & Services
HOME,HOME US Equity,AT HOME GROUP IN,"1,021,870,592","1,248,617,008",-195.98,Consumer Discretionary,Retailing
HON,HON US Equity,HONEYWELL INTL,"112,334,430,208","34,522,000,896",13.62,Industrials,Capital Goods
HPE,HPE US Equity,HEWLETT PACKA,"13,027,437,568","27,390,000,128",-13.88,Information Technology,Technology Hardware & Equipment
HPQ,HPQ US Equity,HP INC,"26,883,188,736","57,096,999,936",6.62,Information Technology,Technology Hardware & Equipment
HQY,HQY US Equity,HEALTHEQUITY INC,"4,409,536,000","634,952,008",7.93,Health Care,Health Care Equipment & Services
HRB,HRB US Equity,H&R BLOCK INC,"2,919,797,504","2,639,719,920",36.90,Consumer Discretionary,Consumer Services
HRC,HRC US Equity,HILL-ROM HOLDING,"6,473,435,648","2,958,500,032",17.63,Health Care,Health Care Equipment & Services
HRI,HRI US Equity,HERC HOLDINGS IN,"1,207,866,368","1,852,399,968",7.20,Industrials,Capital Goods
HRL,HRL US Equity,HORMEL FOODS CRP,"28,041,664,512","9,599,116,800",12.11,Consumer Staples,"Food, Beverage & Tobacco"
HSC,HSC US Equity,HARSCO CORP,"1,267,191,552","1,669,064,000",0.42,Industrials,Commercial & Professional Services
HSIC,HSIC US Equity,HENRY SCHEIN INC,"9,518,326,784","9,290,977,920",-0.44,Health Care,Health Care Equipment & Services
HSY,HSY US Equity,HERSHEY CO/THE,"30,375,444,480","7,947,193,088",22.45,Consumer Staples,"Food, Beverage & Tobacco"
HTLD,HTLD US Equity,HEARTLAND EXPRES,"1,715,290,624","642,324,992",15.53,Industrials,Transportation
HUBB,HUBB US Equity,HUBBELL INC,"7,974,252,544","4,346,800,000",13.85,Industrials,Capital Goods
HUBG,HUBG US Equity,HUB GROUP-A,"1,815,909,632","3,432,058,048",2.69,Industrials,Transportation
HUBS,HUBS US Equity,HUBSPOT INC,"11,663,959,040","762,382,992",-6.69,Information Technology,Software & Services
HUM,HUM US Equity,HUMANA INC,"55,570,817,024","70,553,999,360",12.76,Health Care,Health Care Equipment & Services
HUN,HUN US Equity,HUNTSMAN CORP,"4,637,828,608","6,184,000,000",-5.53,Materials,Materials
HURN,HURN US Equity,HURON CONSULTING,"1,095,875,456","960,873,008",7.22,Industrials,Commercial & Professional Services
HWM,HWM US Equity,HOWMET AEROSPACE,"7,889,799,680","11,421,999,872",5.91,Industrials,Capital Goods
HXL,HXL US Equity,HEXCEL CORP,"3,470,500,352","2,056,500,000",1.69,Industrials,Capital Goods
HZNP,HZNP US Equity,HORIZON THERAPEU,"16,008,187,904","1,517,698,976",8.18,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
IAA,IAA US Equity,IAA INC,"6,206,495,744","1,376,600,000",19.47,Industrials,Commercial & Professional Services
IART,IART US Equity,INTEGRA LIFESCIE,"4,282,650,880","1,387,211,008",5.44,Health Care,Health Care Equipment & Services
IBKR,IBKR US Equity,INTERACTIVE BROK,"21,327,888,384","2,509,000,000",41.19,Financials,Diversified Financials
IBM,IBM US Equity,IBM,"112,836,329,472","75,498,999,808",10.32,Information Technology,Software & Services
IBP,IBP US Equity,INSTALLED BUILDI,"2,633,652,224","1,588,950,016",10.75,Consumer Discretionary,Consumer Durables & Apparel
ICE,ICE US Equity,INTERCONTINENTAL,"53,991,313,408","5,588,000,128",53.33,Financials,Diversified Financials
ICFI,ICFI US Equity,ICF INTERNATIONA,"1,378,015,488","1,482,779,040",6.44,Industrials,Commercial & Professional Services
ICUI,ICUI US Equity,ICU MEDICAL,"3,958,929,920","1,254,980,032",6.45,Health Care,Health Care Equipment & Services
IDXX,IDXX US Equity,IDEXX LABS,"32,731,590,656","2,474,676,992",30.31,Health Care,Health Care Equipment & Services
IEX,IEX US Equity,IDEX CORP,"13,363,832,832","2,385,954,048",19.70,Industrials,Capital Goods
IFF,IFF US Equity,INTL FLVR & FRAG,"13,580,434,432","5,097,203,968",9.96,Materials,Materials
IGT,IGT US Equity,INTERNATIONAL GA,"2,132,556,800","3,984,315,968",-14.76,Consumer Discretionary,Consumer Services
IHRT,IHRT US Equity,IHEARTMEDIA-CL A,"1,421,505,920","3,242,691,968",-32.62,Communication Services,Media & Entertainment
IIVI,IIVI US Equity,II-VI INC,"5,299,957,760","2,380,071,008",9.04,Information Technology,Technology Hardware & Equipment
ILMN,ILMN US Equity,ILLUMINA INC,"50,244,440,064","3,352,000,000",15.17,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
INCY,INCY US Equity,INCYTE CORP,"20,605,827,072","2,387,520,000",33.54,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
INFN,INFN US Equity,INFINERA CORP,"1,536,560,128","1,371,768,000",-13.46,Information Technology,Technology Hardware & Equipment
INFO,INFO US Equity,IHS MARKIT LTD,"33,034,405,888","4,340,100,032",14.04,Industrials,Commercial & Professional Services
INGR,INGR US Equity,INGREDION INC,"5,545,187,840","5,897,999,872",8.38,Consumer Staples,"Food, Beverage & Tobacco"
INOV,INOV US Equity,INOVALON HOLDI-A,"3,882,231,040","656,344,000",9.67,Health Care,Health Care Equipment & Services
INTC,INTC US Equity,INTEL CORP,"209,205,067,776","78,954,999,808",28.88,Information Technology,Semiconductors & Semiconductor Equipment
INTU,INTU US Equity,INTUIT INC,"79,470,067,712","6,856,999,808",47.07,Information Technology,Software & Services
IONS,IONS US Equity,IONIS PHARMACEUT,"7,401,148,416","940,795,992",-35.56,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
IOSP,IOSP US Equity,INNOSPEC INC,"2,035,946,240","1,379,800,000",-21.80,Materials,Materials
IP,IP US Equity,INTL PAPER CO,"14,434,369,536","21,283,999,744",7.46,Materials,Materials
IPAR,IPAR US Equity,INTER PARFUMS,"1,493,697,280","563,360,016",-11.16,Consumer Staples,Household & Personal Products
IPG,IPG US Equity,INTERPUBLIC GRP,"7,408,535,040","9,725,399,936",2.00,Communication Services,Media & Entertainment
IPGP,IPGP US Equity,IPG PHOTONICS,"8,561,056,256","1,181,418,000",20.23,Information Technology,Technology Hardware & Equipment
IPHI,IPHI US Equity,INPHI CORP,"5,912,240,128","511,849,000",-2.43,Information Technology,Semiconductors & Semiconductor Equipment
IQV,IQV US Equity,IQVIA HOLDINGS I,"31,152,302,080","10,938,999,808",2.46,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
IR,IR US Equity,INGERSOLL-RAND I,"14,851,473,408","3,266,800,064",-4.13,Industrials,Capital Goods
IRBT,IRBT US Equity,IROBOT CORP,"1,978,903,168","1,188,595,008",25.11,Consumer Discretionary,Consumer Durables & Apparel
IRDM,IRDM US Equity,IRIDIUM COMMUNIC,"3,845,927,424","569,118,992",4.16,Communication Services,Telecommunication Services
ISRG,ISRG US Equity,INTUITIVE SURGIC,"79,939,207,168","4,357,499,904",9.46,Health Care,Health Care Equipment & Services
IT,IT US Equity,GARTNER INC,"11,670,730,752","4,196,020,992",10.24,Information Technology,Software & Services
ITGR,ITGR US Equity,INTEGER HOLDINGS,"2,281,359,616","1,197,764,992",3.83,Health Care,Health Care Equipment & Services
ITRI,ITRI US Equity,ITRON INC,"2,728,488,704","2,360,865,920",-8.91,Information Technology,Technology Hardware & Equipment
ITT,ITT US Equity,ITT INC,"5,469,120,000","2,609,000,032",3.98,Industrials,Capital Goods
ITW,ITW US Equity,ILLINOIS TOOL WO,"62,767,890,432","12,740,000,000",17.51,Industrials,Capital Goods
IVZ,IVZ US Equity,INVESCO LTD,"5,229,899,776","6,481,300,096",4.69,Financials,Diversified Financials
J,J US Equity,JACOBS ENGIN GRP,"11,782,525,952","13,440,147,968",5.96,Industrials,Capital Goods
JACK,JACK US Equity,JACK IN THE BOX,"1,784,744,192","987,340,000",25.50,Consumer Discretionary,Consumer Services
JAZZ,JAZZ US Equity,JAZZ PHARMACEUTI,"6,662,799,872","2,216,604,032",35.23,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
JBHT,JBHT US Equity,HUNT (JB) TRANS,"14,487,196,672","9,240,382,080",8.16,Industrials,Transportation
JBL,JBL US Equity,JABIL INC,"5,304,723,456","26,539,875,840",0.94,Information Technology,Technology Hardware & Equipment
JBLU,JBLU US Equity,JETBLUE AIRWAYS,"3,162,864,384","5,920,000,064",-190.70,Industrials,Transportation
JBSS,JBSS US Equity,JOHN B SANFILIPP,"1,047,542,912","892,655,008",9.17,Consumer Staples,"Food, Beverage & Tobacco"
JBT,JBT US Equity,JOHN BEAN TECH,"3,337,198,592","1,904,100,032",11.57,Industrials,Capital Goods
JCI,JCI US Equity,JOHNSON CONTROLS,"30,550,591,488","22,636,999,680",-2.10,Industrials,Capital Goods
JCOM,JCOM US Equity,J2 GLOBAL INC,"3,359,111,168","1,413,105,984",22.07,Information Technology,Software & Services
JEF,JEF US Equity,JEFFERIES FINANC,"4,748,520,960","4,388,840,960",8.47,Financials,Diversified Financials
JELD,JELD US Equity,JELD-WEN HOLDING,"2,375,420,672","4,132,086,016",5.05,Industrials,Capital Goods
JJSF,JJSF US Equity,J & J SNACK FOOD,"2,482,601,984","1,081,373,984",-9.05,Consumer Staples,"Food, Beverage & Tobacco"
JKHY,JKHY US Equity,JACK HENRY,"14,392,975,360","1,680,039,008",21.41,Information Technology,Software & Services
JNJ,JNJ US Equity,JOHNSON&JOHNSON,"394,028,351,488","80,502,999,040",22.09,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
JNPR,JNPR US Equity,JUNIPER NETWORKS,"8,436,411,904","4,425,500,032",8.33,Information Technology,Technology Hardware & Equipment
JRVR,JRVR US Equity,JAMES RIVER GROU,"1,449,442,816","769,656,992",22.88,Financials,Insurance
JW/A,JW/A US Equity,WILEY JOHN&SON-A,"1,928,411,264","1,831,482,976",-35.97,Communication Services,Media & Entertainment
JWN,JWN US Equity,NORDSTROM INC,"2,653,855,232","14,200,999,936",-38.37,Consumer Discretionary,Retailing
K,K US Equity,KELLOGG CO,"23,757,447,168","13,472,000,000",14.60,Consumer Staples,"Food, Beverage & Tobacco"
KAI,KAI US Equity,KADANT INC,"1,345,406,848","668,150,016",11.85,Industrials,Capital Goods
KALU,KALU US Equity,KAISER ALUMINUM,"1,108,433,024","1,388,600,000",1.70,Materials,Materials
KAMN,KAMN US Equity,KAMAN CORP,"1,318,443,264","805,674,000",-1.56,Industrials,Capital Goods
KAR,KAR US Equity,KAR AUCTION SERV,"2,305,419,008","2,437,700,032",-1.12,Industrials,Commercial & Professional Services
KBH,KBH US Equity,KB HOME,"3,314,196,224","4,709,365,952",5.95,Consumer Discretionary,Consumer Durables & Apparel
KBR,KBR US Equity,KBR INC,"3,331,158,528","5,798,999,808",-2.02,Information Technology,Software & Services
KDP,KDP US Equity,KEURIG DR PEPPER,"42,370,678,784","11,281,000,192",19.59,Consumer Staples,"Food, Beverage & Tobacco"
KEX,KEX US Equity,KIRBY CORP,"3,011,506,176","2,507,820,992",6.33,Industrials,Transportation
KEYS,KEYS US Equity,KEYSIGHT TEC,"18,623,277,056","4,197,000,128",11.40,Information Technology,Technology Hardware & Equipment
KFY,KFY US Equity,KORN FERRY,"1,704,725,120","1,977,330,016",4.95,Industrials,Commercial & Professional Services
KHC,KHC US Equity,KRAFT HEINZ CO/T,"43,193,700,352","25,417,000,448",-20.14,Consumer Staples,"Food, Beverage & Tobacco"
KKR,KKR US Equity,KKR & CO INC,"30,888,628,224","2,477,780,992",74.02,Financials,Diversified Financials
KLAC,KLAC US Equity,KLA CORP,"32,335,980,544","5,806,424,064",31.05,Information Technology,Semiconductors & Semiconductor Equipment
KMB,KMB US Equity,KIMBERLY-CLARK,"54,171,930,624","18,843,999,744",20.06,Consumer Staples,Household & Personal Products
KMPR,KMPR US Equity,KEMPER CORP,"5,322,502,656","4,987,399,936",17.12,Financials,Insurance
KMT,KMT US Equity,KENNAMETAL INC,"2,583,598,848","1,885,304,992",4.12,Industrials,Capital Goods
KMX,KMX US Equity,CARMAX INC,"17,325,381,632","18,182,450,688",0.97,Consumer Discretionary,Retailing
KN,KN US Equity,KNOWLES CORP,"1,458,009,984","785,100,000",-8.15,Information Technology,Technology Hardware & Equipment
KNX,KNX US Equity,KNIGHT-SWIFT TRA,"7,585,972,224","4,582,827,904",9.63,Industrials,Transportation
KO,KO US Equity,COCA-COLA CO/THE,"208,028,106,752","34,326,000,640",27.71,Consumer Staples,"Food, Beverage & Tobacco"
KR,KR US Equity,KROGER CO,"26,924,011,520","126,584,000,512",3.19,Consumer Staples,Food & Staples Retailing
KRO,KRO US Equity,KRONOS WORLDWIDE,"1,489,345,664","1,617,100,000",10.13,Materials,Materials
KSS,KSS US Equity,KOHLS CORP,"3,695,773,440","18,315,000,064",-29.57,Consumer Discretionary,Retailing
KSU,KSU US Equity,KANSAS CITY SOUT,"17,364,039,680","2,756,800,000",32.93,Industrials,Transportation
KTB,KTB US Equity,KONTOOR BRAND,"1,248,940,928","2,144,500,992",-6.24,Consumer Discretionary,Consumer Durables & Apparel
KTOS,KTOS US Equity,KRATOS DEFENSE &,"2,367,239,936","708,500,000",1.70,Industrials,Capital Goods
KWR,KWR US Equity,QUAKER CHEMICAL,"3,577,720,832","1,381,024,992",0.78,Materials,Materials
L,L US Equity,LOEWS CORP,"10,696,141,824","12,960,000,256",-41.17,Financials,Insurance
LAD,LAD US Equity,LITHIA MOTORS-A,"5,915,119,616","12,163,800,064",4.70,Consumer Discretionary,Retailing
LANC,LANC US Equity,LANCASTER COLONY,"4,725,597,696","1,337,204,032",9.33,Consumer Staples,"Food, Beverage & Tobacco"
LAUR,LAUR US Equity,LAUREATE EDUCA-A,"2,747,061,504","2,977,134,016",-32.18,Consumer Discretionary,Consumer Services
LAZ,LAZ US Equity,LAZARD LTD-CL A,"3,389,848,832","2,516,042,048",16.75,Financials,Diversified Financials
LB,LB US Equity,L BRANDS INC,"7,501,390,336","11,940,141,184",-19.23,Consumer Discretionary,Retailing
LCII,LCII US Equity,LCI INDUSTRIES,"3,145,450,240","2,335,676,992",3.95,Consumer Discretionary,Automobiles & Components
LDOS,LDOS US Equity,LEIDOS HOLDINGS,"13,424,493,568","11,591,999,744",8.54,Information Technology,Software & Services
LEA,LEA US Equity,LEAR CORP,"7,126,692,352","16,544,799,744",-12.04,Consumer Discretionary,Automobiles & Components
LECO,LECO US Equity,LINCOLN ELECTRIC,"5,825,639,424","2,759,807,936",6.73,Industrials,Capital Goods
LEG,LEG US Equity,LEGGETT & PLATT,"5,402,954,752","4,274,800,000",2.70,Consumer Discretionary,Consumer Durables & Apparel
LEN,LEN US Equity,LENNAR CORP-A,"22,551,185,408","22,621,298,176",12.42,Consumer Discretionary,Consumer Durables & Apparel
LEN/B,LEN/B US Equity,LENNAR CORP-B,"22,551,185,408","22,621,298,176",12.42,Consumer Discretionary,Consumer Durables & Apparel
LFUS,LFUS US Equity,LITTELFUSE INC,"4,652,650,496","1,353,927,008",-3.89,Information Technology,Technology Hardware & Equipment
LGF/A,LGF/A US Equity,LIONS GATE-A,"1,656,404,096","3,740,000,000",10.99,Communication Services,Media & Entertainment
LGF/B,LGF/B US Equity,LIONS GATE ENT-B,"1,656,404,096","3,740,000,000",10.99,Communication Services,Media & Entertainment
LGIH,LGIH US Equity,LGI HOMES INC,"2,661,708,032","2,025,059,008",14.09,Consumer Discretionary,Consumer Durables & Apparel
LH,LH US Equity,LABORATORY CP,"18,320,939,008","11,474,500,096",10.75,Health Care,Health Care Equipment & Services
LHCG,LHCG US Equity,LHC GROUP INC,"6,197,999,104","2,060,005,024",15.16,Health Care,Health Care Equipment & Services
LHX,LHX US Equity,L3HARRIS TECHNOL,"39,578,890,240","18,334,000,128",6.66,Industrials,Capital Goods
LII,LII US Equity,LENNOX INTL INC,"10,615,854,080","3,582,999,936",13.98,Industrials,Capital Goods
LILA,LILA US Equity,LIBERTY LATI-A,"1,862,629,760","3,721,299,968",-24.27,Communication Services,Telecommunication Services
LILAK,LILAK US Equity,LIBERTY LATI-C,"1,862,629,760","3,721,299,968",-24.27,Communication Services,Telecommunication Services
LIN,LIN US Equity,LINDE PLC,"137,246,957,568","27,195,999,744",9.27,Materials,Materials
LITE,LITE US Equity,LUMENTUM HOL,"6,982,108,672","1,678,600,000",7.33,Information Technology,Technology Hardware & Equipment
LIVN,LIVN US Equity,LIVANOVA PLC,"2,375,915,008","980,812,976",-8.36,Health Care,Health Care Equipment & Services
LKQ,LKQ US Equity,LKQ CORP,"9,831,693,312","11,784,890,880",6.87,Consumer Discretionary,Retailing
LLY,LLY US Equity,ELI LILLY & CO,"145,909,563,392","22,949,799,936",21.76,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
LMT,LMT US Equity,LOCKHEED MARTIN,"109,703,479,296","62,920,000,512",12.86,Industrials,Capital Goods
LNC,LNC US Equity,LINCOLN NATL CRP,"7,501,892,096","16,924,000,000",-2.19,Financials,Insurance
LOGM,LOGM US Equity,LOGMEIN INC,"4,213,480,960","1,312,731,008",9.10,Information Technology,Software & Services
LOPE,LOPE US Equity,GRAND CANYON EDU,"4,616,110,080","813,959,008",26.01,Consumer Discretionary,Consumer Services
LOW,LOW US Equity,LOWE'S COS INC,"118,256,082,944","74,081,999,872",10.12,Consumer Discretionary,Retailing
LPLA,LPLA US Equity,LPL FINANCIAL HO,"6,672,814,592","5,693,475,968",11.97,Financials,Diversified Financials
LPX,LPX US Equity,LOUISIANA-PACIFI,"3,563,491,072","2,273,000,000",9.67,Materials,Materials
LRCX,LRCX US Equity,LAM RESEARCH,"55,446,683,648","10,044,736,000",27.07,Information Technology,Semiconductors & Semiconductor Equipment
LRN,LRN US Equity,K12 INC,"1,860,988,544","1,040,765,008",2.62,Consumer Discretionary,Consumer Services
LSTR,LSTR US Equity,LANDSTAR SYSTEM,"5,015,427,584","3,762,238,976",3.90,Industrials,Transportation
LSXMA,LSXMA US Equity,LIBERTY MEDIA- A,"12,485,649,408","7,899,000,064",20.44,Communication Services,Media & Entertainment
LSXMK,LSXMK US Equity,LIBERTY MEDIA-C,"12,485,649,408","7,899,000,064",20.44,Communication Services,Media & Entertainment
LULU,LULU US Equity,LULULEMON ATH,"44,964,388,864","3,848,942,912",5.02,Consumer Discretionary,Consumer Durables & Apparel
LUV,LUV US Equity,SOUTHWEST AIR,"20,792,991,744","16,609,999,872",-111.81,Industrials,Transportation
LVS,LVS US Equity,LAS VEGAS SANDS,"37,479,829,504","8,638,999,808",-940.82,Consumer Discretionary,Consumer Services
LW,LW US Equity,LAMB WESTON,"9,355,284,480","3,792,399,936",3.65,Consumer Staples,"Food, Beverage & Tobacco"
LYB,LYB US Equity,LYONDELLBASELL-A,"23,332,028,416","29,940,999,680",6.11,Materials,Materials
LYFT,LYFT US Equity,LYFT INC-A,"9,363,827,712","3,267,755,040",-143.66,Industrials,Transportation
LYV,LYV US Equity,LIVE NATION ENTE,"11,156,032,512","8,102,908,960",-793.78,Communication Services,Media & Entertainment
LZB,LZB US Equity,LA-Z-BOY INC,"1,475,021,952","1,703,981,984",3.66,Consumer Discretionary,Consumer Durables & Apparel
M,M US Equity,MACY'S INC,"2,208,873,728","22,802,000,128",-130.84,Consumer Discretionary,Retailing
MA,MA US Equity,MASTERCARD INC-A,"327,977,566,208","16,224,999,936",51.18,Information Technology,Software & Services
MAN,MAN US Equity,MANPOWERGROUP IN,"4,539,411,456","18,806,800,128",-1.34,Industrials,Commercial & Professional Services
MANH,MANH US Equity,MANHATTAN ASSOC,"5,885,890,048","604,737,008",19.68,Information Technology,Software & Services
MANT,MANT US Equity,MANTECH INTL-A,"3,024,955,904","2,426,996,032",6.26,Information Technology,Software & Services
MAR,MAR US Equity,MARRIOTT INTL-A,"31,143,976,960","16,799,999,488",-10.52,Consumer Discretionary,Consumer Services
MAS,MAS US Equity,MASCO CORP,"15,223,780,352","6,931,000,064",19.22,Industrials,Capital Goods
MASI,MASI US Equity,MASIMO CORP,"11,613,831,168","1,047,098,992",20.67,Health Care,Health Care Equipment & Services
MAT,MAT US Equity,MATTEL INC,"4,037,885,184","4,281,461,952",-6.30,Consumer Discretionary,Consumer Durables & Apparel
MATX,MATX US Equity,MATSON INC,"1,746,717,312","2,150,800,000",9.77,Industrials,Transportation
MAXR,MAXR US Equity,MAXAR TECHNOLOGI,"1,579,049,216","1,492,000,000",9.11,Industrials,Capital Goods
MBUU,MBUU US Equity,MALIBU BOATS-A,"1,180,905,344","729,324,000",16.53,Consumer Discretionary,Consumer Durables & Apparel
MC,MC US Equity,MOELIS & CO-CL A,"2,198,345,472","768,872,000",-10.72,Financials,Diversified Financials
MCD,MCD US Equity,MCDONALDS CORP,"153,299,992,576","19,255,500,032",25.55,Consumer Discretionary,Consumer Services
MCHP,MCHP US Equity,MICROCHIP TECH,"25,772,775,424","5,261,299,840",16.67,Information Technology,Semiconductors & Semiconductor Equipment
MCK,MCK US Equity,MCKESSON CORP,"24,815,034,368","231,001,997,312",1.22,Health Care,Health Care Equipment & Services
MCO,MCO US Equity,MOODY'S CORP,"52,338,266,112","5,198,499,968",49.48,Financials,Diversified Financials
MCY,MCY US Equity,MERCURY GEN CORP,"2,522,096,384","3,689,441,984",28.81,Financials,Insurance
MD,MD US Equity,MEDNAX INC,"1,734,873,088","3,149,171,008",6.86,Health Care,Health Care Equipment & Services
MDC,MDC US Equity,MDC HOLDINGS INC,"2,793,465,088","3,515,822,976",11.68,Consumer Discretionary,Consumer Durables & Apparel
MDLZ,MDLZ US Equity,MONDELEZ INTER-A,"80,029,794,304","25,885,999,616",12.06,Consumer Staples,"Food, Beverage & Tobacco"
MDRX,MDRX US Equity,ALLSCRIPTS HEALT,"1,492,798,464","1,718,120,000",-1.17,Health Care,Health Care Equipment & Services
MDT,MDT US Equity,MEDTRONIC PLC,"136,933,203,968","28,914,000,384",5.29,Health Care,Health Care Equipment & Services
MED,MED US Equity,MEDIFAST INC,"1,924,129,152","759,152,992",12.77,Consumer Staples,Household & Personal Products
MEDP,MEDP US Equity,MEDPACE HOLDINGS,"4,534,717,952","881,998,016",14.70,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
MEI,MEI US Equity,METHODE ELEC,"1,205,455,232","1,023,900,000",17.24,Information Technology,Technology Hardware & Equipment
MET,MET US Equity,METLIFE INC,"36,342,804,480","68,230,000,640",3.04,Financials,Insurance
MFA,MFA US Equity,MFA FINANCIAL,"1,287,458,432","528,666,992",26.14,Financials,Diversified Financials
MGLN,MGLN US Equity,MAGELLAN HEALTH,"1,926,629,120","6,525,980,032",2.41,Health Care,Health Care Equipment & Services
MGM,MGM US Equity,MGM RESORTS INTE,"10,423,030,784","9,042,144,096",-356.97,Consumer Discretionary,Consumer Services
MGRC,MGRC US Equity,MCGRATH RENTCORP,"1,662,937,728","587,908,984",23.75,Industrials,Commercial & Professional Services
MHK,MHK US Equity,MOHAWK INDS,"6,510,074,880","9,279,259,904",-2.97,Consumer Discretionary,Consumer Durables & Apparel
MHO,MHO US Equity,M/I HOMES INC,"1,239,078,912","2,687,292,032",10.39,Consumer Discretionary,Consumer Durables & Apparel
MIC,MIC US Equity,MACQUARIE INFRAS,"2,654,156,288","1,506,000,000",6.90,Industrials,Transportation
MIDD,MIDD US Equity,MIDDLEBY CORP,"5,783,680,512","2,661,076,000",8.29,Industrials,Capital Goods
MIK,MIK US Equity,MICHAELS COS INC,"1,231,761,536","4,778,206,016",-7.59,Consumer Discretionary,Retailing
MKC,MKC US Equity,MCCORMICK-N/V,"26,872,559,616","5,427,100,032",18.37,Consumer Staples,"Food, Beverage & Tobacco"
MKL,MKL US Equity,MARKEL CORP,"14,778,934,272","8,082,268,224",38.98,Financials,Insurance
MKSI,MKSI US Equity,MKS INSTRUMENTS,"6,972,243,456","2,042,151,040",18.52,Information Technology,Semiconductors & Semiconductor Equipment
MKTX,MKTX US Equity,MARKETAXESS,"18,702,598,144","615,144,008",56.35,Financials,Diversified Financials
MLHR,MLHR US Equity,HERMAN MILLER,"1,455,188,864","2,486,499,936",-44.44,Industrials,Commercial & Professional Services
