Ticker ,BBERG_Ticker,Short Name,Market Cap,Revenue T12M,OPM LF,GICS Sector,GICS Ind Grp Name
A,A US Equity,AGILENT TECH INC,"30,145,937,408","5,236,000,000",8.24,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
AA,AA US Equity,ALCOA CORP,"2,781,427,456","9,532,000,000",-1.02,Materials,Materials
AAL,AAL US Equity,AMERICAN AIRLINE,"6,885,918,208","33,361,000,320",-153.27,Industrials,Transportation
AAN,AAN US Equity,AARON'S INC,"3,974,721,024","4,098,804,928",9.07,Consumer Discretionary,Retailing
AAP,AAP US Equity,ADVANCE AUTO PAR,"10,660,936,704","9,454,848,128",2.91,Consumer Discretionary,Retailing
AAPL,AAPL US Equity,APPLE INC,"1,932,757,565,440","273,856,999,424",21.93,Information Technology,Technology Hardware & Equipment
AAWW,AAWW US Equity,ATLAS AIR WORLDW,"1,568,423,552","2,864,343,040",14.62,Industrials,Transportation
AAXN,AAXN US Equity,AXON ENTERPRISE,"5,062,812,160","591,109,016",-9.68,Industrials,Capital Goods
ABBV,ABBV US Equity,ABBVIE INC,"168,559,230,976","36,226,999,808",7.21,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
ABC,ABC US Equity,AMERISOURCEBERGE,"21,138,882,560","186,286,960,640",0.89,Health Care,Health Care Equipment & Services
ABG,ABG US Equity,ASBURY AUTO GRP,"2,131,674,624","6,788,400,000",5.69,Consumer Discretionary,Retailing
ABM,ABM US Equity,ABM INDUSTRIES,"2,572,645,888","6,404,800,000",-7.80,Industrials,Commercial & Professional Services
ABMD,ABMD US Equity,ABIOMED INC,"13,619,589,120","798,066,000",20.66,Health Care,Health Care Equipment & Services
ABR,ABR US Equity,ARBOR REALTY TRU,"1,573,328,000","528,047,000",42.17,Financials,Diversified Financials
ABT,ABT US Equity,ABBOTT LABS,"178,203,836,416","31,444,000,256",9.17,Health Care,Health Care Equipment & Services
ACA,ACA US Equity,ARCOSA INC,"2,205,266,944","1,878,600,000",9.59,Industrials,Capital Goods
ACGL,ACGL US Equity,ARCH CAPITAL GRP,"13,234,696,192","7,251,876,864",22.85,Financials,Insurance
ACHC,ACHC US Equity,ACADIA HEALTHCAR,"2,755,188,224","3,090,603,968",9.84,Health Care,Health Care Equipment & Services
ACIA,ACIA US Equity,ACACIA COMMUNICA,"2,861,186,560","509,105,008",10.62,Information Technology,Technology Hardware & Equipment
ACIW,ACIW US Equity,ACI WORLDWIDE IN,"3,632,499,456","1,346,216,000",9.72,Information Technology,Software & Services
ACM,ACM US Equity,AECOM,"6,292,050,432","14,786,634,240",3.73,Industrials,Capital Goods
ACN,ACN US Equity,ACCENTURE PLC-A,"146,386,649,088","44,547,417,088",15.58,Information Technology,Software & Services
ADBE,ADBE US Equity,ADOBE INC,"213,623,717,888","12,045,070,080",32.48,Information Technology,Software & Services
ADI,ADI US Equity,ANALOG DEVICES,"43,986,747,392","5,543,986,944",26.12,Information Technology,Semiconductors & Semiconductor Equipment
ADM,ADM US Equity,ARCHER-DANIELS,"24,698,505,216","64,305,999,872",2.79,Consumer Staples,"Food, Beverage & Tobacco"
ADNT,ADNT US Equity,ADIENT PLC,"1,656,120,448","12,994,000,000",-19.50,Consumer Discretionary,Automobiles & Components
ADP,ADP US Equity,AUTOMATIC DATA,"60,014,571,520","14,589,799,936",16.11,Information Technology,Software & Services
ADS,ADS US Equity,ALLIANCE DATA,"2,282,686,720","5,259,699,840",17.84,Information Technology,Software & Services
ADSK,ADSK US Equity,AUTODESK INC,"50,759,385,088","3,424,499,968",14.75,Information Technology,Software & Services
ADSW,ADSW US Equity,ADVANCED DISPOSA,"2,740,897,280","1,587,000,000",7.28,Industrials,Commercial & Professional Services
ADT,ADT US Equity,ADT INC,"9,083,766,784","5,299,709,056",3.79,Industrials,Commercial & Professional Services
ADUS,ADUS US Equity,ADDUS HOMECARE,"1,538,141,696","736,972,000",5.20,Health Care,Health Care Equipment & Services
AEIS,AEIS US Equity,ADV ENERGY INDS,"3,055,734,528","1,168,731,008",10.44,Information Technology,Semiconductors & Semiconductor Equipment
AEL,AEL US Equity,AMER EQUITY INVT,"2,331,047,936","2,118,446,016",,Financials,Insurance
AEO,AEO US Equity,AMER EAGLE OUTF,"2,020,760,192","3,973,614,080",-64.93,Consumer Discretionary,Retailing
AFG,AFG US Equity,AMER FINL GROUP,"6,038,436,864","7,479,000,192",12.35,Financials,Insurance
AFL,AFL US Equity,AFLAC INC,"26,819,764,224","21,707,999,744",20.95,Financials,Insurance
AGCO,AGCO US Equity,AGCO CORP,"5,500,395,008","8,558,100,096",4.85,Industrials,Capital Goods
AGNC,AGNC US Equity,AGNC INVESTMENT,"7,582,809,088","852,999,936",96.77,Financials,Diversified Financials
AGO,AGO US Equity,ASSURED GUARANTY,"2,019,871,744","1,000,000,000",65.32,Financials,Insurance
AHCO,AHCO US Equity,ADAPTHEALTH CORP,"2,135,645,824","529,644,256",5.61,Health Care,Health Care Equipment & Services
AIG,AIG US Equity,AMERICAN INTERNA,"26,652,764,160","48,567,999,488",-98.94,Financials,Insurance
AIMC,AIMC US Equity,ALTRA INDUSTRIAL,"2,632,144,896","1,719,800,000",13.00,Industrials,Capital Goods
AIN,AIN US Equity,ALBANY INTL CORP,"1,731,926,016","990,564,992",23.33,Industrials,Capital Goods
AIT,AIT US Equity,APPLIED INDU TEC,"2,624,334,592","3,245,651,904",6.49,Industrials,Capital Goods
AIZ,AIZ US Equity,ASSURANT INC,"7,424,396,288","10,142,900,224",10.26,Financials,Insurance
AJG,AJG US Equity,ARTHUR J GALLAGH,"20,479,524,864","6,997,500,032",14.00,Financials,Insurance
AJRD,AJRD US Equity,AEROJET ROCKETDY,"3,439,681,024","1,993,300,000",13.47,Industrials,Capital Goods
AKAM,AKAM US Equity,AKAMAI TECHNOLOG,"17,409,419,264","3,041,052,032",23.96,Information Technology,Software & Services
AL,AL US Equity,AIR LEASE C,"3,598,826,752","2,112,194,048",56.94,Industrials,Capital Goods
ALB,ALB US Equity,ALBEMARLE CORP,"9,680,704,512","3,375,204,992",14.68,Materials,Materials
ALG,ALG US Equity,ALAMO GROUP,"1,330,922,624","1,155,100,992",8.44,Industrials,Capital Goods
ALGN,ALGN US Equity,ALIGN TECHNOLOGY,"24,264,722,432","2,160,404,992",-20.72,Health Care,Health Care Equipment & Services
ALGT,ALGT US Equity,ALLEGIANT TRAVEL,"1,947,293,184","1,440,110,968",-84.93,Industrials,Transportation
ALK,ALK US Equity,ALASKA AIR GROUP,"4,755,184,128","6,673,999,936",-68.41,Industrials,Transportation
ALKS,ALKS US Equity,ALKERMES PLC,"2,959,803,136","1,161,721,984",-13.60,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
ALL,ALL US Equity,ALLSTATE CORP,"30,054,182,912","43,813,999,616",14.51,Financials,Insurance
ALLE,ALLE US Equity,ALLEGION PLC,"9,607,956,480","2,732,000,128",16.37,Industrials,Capital Goods
ALLY,ALLY US Equity,ALLY FINANCIAL I,"8,291,707,392","11,183,999,744",18.11,Financials,Diversified Financials
ALRM,ALRM US Equity,ALARM.COM HOLDIN,"2,813,572,608","561,944,000",10.59,Information Technology,Software & Services
ALSN,ALSN US Equity,ALLISON TRANSMIS,"4,395,627,520","2,300,000,000",15.38,Industrials,Capital Goods
ALXN,ALXN US Equity,ALEXION PHARM,"22,526,599,168","5,536,800,128",-94.85,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
AMAT,AMAT US Equity,APPLIED MATERIAL,"60,945,874,944","15,434,999,552",23.55,Information Technology,Semiconductors & Semiconductor Equipment
AMCR,AMCR US Equity,AMCOR PLC,"17,617,954,816","11,090,399,744",,Materials,Materials
AMCX,AMCX US Equity,AMC NETWORKS-A,"1,302,084,224","2,884,466,944",7.55,Communication Services,Media & Entertainment
AMD,AMD US Equity,ADV MICRO DEVICE,"96,988,823,552","7,646,000,000",8.95,Information Technology,Semiconductors & Semiconductor Equipment
AME,AME US Equity,AMETEK INC,"23,245,484,032","4,795,593,920",22.43,Industrials,Capital Goods
AMED,AMED US Equity,AMEDISYS INC,"7,420,579,840","1,994,833,024",9.83,Health Care,Health Care Equipment & Services
AMG,AMG US Equity,AFFIL MANAGERS,"3,402,099,200","2,082,900,032",18.67,Financials,Diversified Financials
AMGN,AMGN US Equity,AMGEN INC,"141,573,898,240","24,301,000,192",37.43,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
AMKR,AMKR US Equity,AMKOR TECH INC,"3,268,143,872","4,587,906,048",7.38,Information Technology,Semiconductors & Semiconductor Equipment
AMN,AMN US Equity,AMN HEALTHCARE,"2,468,259,584","2,365,300,992",6.31,Health Care,Health Care Equipment & Services
AMP,AMP US Equity,AMERIPRISE FINAN,"19,372,908,544","12,458,999,808",-19.80,Financials,Diversified Financials
AMRC,AMRC US Equity,AMERESCO INC-A,"1,492,413,952","954,086,992",5.78,Industrials,Capital Goods
AMRX,AMRX US Equity,AMNEAL PHARMACEU,"1,258,556,160","1,738,806,016",2.31,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
AMWD,AMWD US Equity,AMER WOODMARK CO,"1,535,166,208","1,650,332,992",6.74,Industrials,Capital Goods
AMZN,AMZN US Equity,AMAZON.COM INC,"1,583,933,292,544","321,782,005,760",6.57,Consumer Discretionary,Retailing
AN,AN US Equity,AUTONATION INC,"5,015,742,464","20,210,099,712",4.44,Consumer Discretionary,Retailing
ANAT,ANAT US Equity,AMERICAN NATIONA,"2,047,191,424","3,520,645,952",23.79,Financials,Insurance
ANET,ANET US Equity,ARISTA NETWORKS,"16,439,775,232","2,270,559,936",30.89,Information Technology,Technology Hardware & Equipment
ANSS,ANSS US Equity,ANSYS INC,"26,457,401,344","1,520,772,992",29.25,Information Technology,Software & Services
ANTM,ANTM US Equity,ANTHEM INC,"71,221,600,256","112,965,998,592",11.46,Health Care,Health Care Equipment & Services
AON,AON US Equity,AON PLC-CLASS A,"44,506,980,352","10,980,000,000",23.79,Financials,Insurance
AOS,AOS US Equity,SMITH (A.O.)CORP,"8,072,275,968","2,779,899,968",12.88,Industrials,Capital Goods
APAM,APAM US Equity,ARTISAN PARTNE-A,"3,062,071,552","817,138,992",36.91,Financials,Diversified Financials
APD,APD US Equity,AIR PRODS & CHEM,"63,043,256,320","8,819,400,064",26.11,Materials,Materials
APH,APH US Equity,AMPHENOL CORP-A,"32,758,796,288","8,101,100,160",17.98,Information Technology,Technology Hardware & Equipment
APO,APO US Equity,APOLLO GLOBAL MA,"20,839,768,064","684,543,040",62.89,Financials,Diversified Financials
APTV,APTV US Equity,APTIV PLC,"24,167,270,400","12,340,999,936",-15.87,Consumer Discretionary,Automobiles & Components
AQUA,AQUA US Equity,EVOQUA WATER TEC,"2,464,703,232","1,458,063,008",9.51,Industrials,Capital Goods
ARD,ARD US Equity,ARDAGH GROUP SA,"3,592,622,848","6,536,999,936",6.04,Materials,Materials
ARES,ARES US Equity,ARES MANAGEM- A,"10,328,072,192","1,957,111,968",37.41,Financials,Diversified Financials
ARGO,ARGO US Equity,ARGO GROUP INTER,"1,263,895,040","1,865,400,000",2.74,Financials,Insurance
ARMK,ARMK US Equity,ARAMARK,"6,395,223,552","14,088,652,800",-15.22,Consumer Discretionary,Consumer Services
ARW,ARW US Equity,ARROW ELECTRONIC,"5,930,676,736","27,404,218,880",2.98,Information Technology,Technology Hardware & Equipment
ASGN,ASGN US Equity,ASGN INC,"3,834,599,936","3,955,200,000",8.11,Industrials,Commercial & Professional Services
ASH,ASH US Equity,ASHLAND GLOBAL H,"4,732,421,120","2,326,000,000",8.36,Materials,Materials
ASTE,ASTE US Equity,ASTEC INDUSTRIES,"1,251,527,168","1,093,178,016",4.09,Industrials,Capital Goods
ATGE,ATGE US Equity,ADTALEM GLOBAL E,"1,866,960,000","1,122,566,016",20.07,Consumer Discretionary,Consumer Services
ATH,ATH US Equity,ATHENE HOLDING-A,"7,078,496,256","10,606,000,384",24.58,Financials,Insurance
ATI,ATI US Equity,ALLEGHENY TECH,"1,181,907,200","3,763,100,096",-35.49,Materials,Materials
ATKR,ATKR US Equity,ATKORE INTERNATI,"1,515,628,032","1,789,711,040",10.82,Industrials,Capital Goods
ATR,ATR US Equity,APTARGROUP INC,"7,613,711,872","2,793,469,056",10.08,Materials,Materials
ATSG,ATSG US Equity,AIR TRANSPORT SE,"1,644,081,792","1,536,494,976",6.14,Industrials,Transportation
ATUS,ATUS US Equity,ALTICE USA INC-A,"15,863,064,576","9,838,445,824",20.55,Communication Services,Media & Entertainment
ATVI,ATVI US Equity,ACTIVISION BLIZZ,"63,069,667,328","6,988,000,000",38.77,Communication Services,Media & Entertainment
AVGO,AVGO US Equity,BROADCOM INC,"134,185,099,264","22,890,999,808",13.34,Information Technology,Semiconductors & Semiconductor Equipment
AVNS,AVNS US Equity,AVANOS MEDICAL I,"1,568,875,008","705,300,000",-1.10,Health Care,Health Care Equipment & Services
AVNT,AVNT US Equity,AVIENT CORP,"2,488,906,496","2,684,500,032",6.24,Materials,Materials
AVT,AVT US Equity,AVNET INC,"2,841,929,216","17,634,332,672",0.05,Information Technology,Technology Hardware & Equipment
AVTR,AVTR US Equity,AVANTOR INC,"12,090,635,264","6,040,300,032",9.14,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
AVY,AVY US Equity,AVERY DENNISON,"10,053,851,136","6,785,800,064",8.08,Materials,Materials
AVYA,AVYA US Equity,AVAYA HOLDINGS C,"1,316,030,848","2,841,000,000",7.35,Information Technology,Software & Services
AWI,AWI US Equity,ARMSTRONG WORLD,"3,642,576,640","975,900,000",30.71,Industrials,Capital Goods
AXP,AXP US Equity,AMERICAN EXPRESS,"81,868,783,616","43,274,999,808",8.10,Financials,Diversified Financials
AXS,AXS US Equity,AXIS CAPITAL,"3,878,949,376","4,940,732,928",11.99,Financials,Insurance
AXTA,AXTA US Equity,AXALTA COATING S,"5,726,307,328","3,841,600,128",-9.88,Materials,Materials
AYI,AYI US Equity,ACUITY BRANDS,"4,304,620,032","3,373,200,000",10.69,Industrials,Capital Goods
AZO,AZO US Equity,AUTOZONE INC,"27,759,581,184","12,074,435,072",17.69,Consumer Discretionary,Retailing
AZPN,AZPN US Equity,ASPEN TECHNOLOGY,"6,616,793,600","590,181,008",57.03,Information Technology,Software & Services
B,B US Equity,BARNES GROUP INC,"2,101,541,376","1,308,966,016",4.29,Industrials,Capital Goods
BA,BA US Equity,BOEING CO/THE,"99,026,886,656","66,605,998,080",-25.10,Industrials,Capital Goods
BAH,BAH US Equity,BOOZ ALLEN HAMIL,"11,812,428,800","7,595,117,952",9.81,Information Technology,Software & Services
BAX,BAX US Equity,BAXTER INTL INC,"42,260,226,048","11,410,000,128",12.18,Health Care,Health Care Equipment & Services
BBBY,BBBY US Equity,BED BATH &BEYOND,"1,543,482,624","9,893,038,080",-35.25,Consumer Discretionary,Retailing
BBY,BBY US Equity,BEST BUY CO INC,"27,117,283,328","43,057,999,872",2.67,Consumer Discretionary,Retailing
BC,BC US Equity,BRUNSWICK CORP,"5,018,855,936","3,847,500,032",10.83,Consumer Discretionary,Consumer Durables & Apparel
BCC,BCC US Equity,BOISE CASCADE CO,"1,798,732,800","4,784,530,944",4.17,Materials,Materials
BCO,BCO US Equity,BRINK'S CO/THE,"2,465,913,600","3,563,000,000",-0.12,Industrials,Commercial & Professional Services
BCPC,BCPC US Equity,BALCHEM CORP,"3,324,124,160","672,913,024",15.53,Materials,Materials
BDC,BDC US Equity,BELDEN INC,"1,626,646,400","2,058,343,040",4.03,Information Technology,Technology Hardware & Equipment
BDX,BDX US Equity,BECTON DICKINSON,"74,559,987,712","16,916,999,936",9.29,Health Care,Health Care Equipment & Services
BE,BE US Equity,BLOOM ENERGY C-A,"1,751,033,472","695,243,016",-15.70,Industrials,Capital Goods
BECN,BECN US Equity,BEACON ROOFING S,"2,157,245,440","6,956,015,872",4.18,Industrials,Capital Goods
BEN,BEN US Equity,FRANKLIN RES INC,"10,902,799,360","5,391,600,000",21.35,Financials,Diversified Financials
BERY,BERY US Equity,BERRY GLOBAL GRO,"7,201,505,792","11,720,000,256",11.92,Materials,Materials
BF/A,BF/A US Equity,BROWN-FORMAN -A,"33,017,214,976","3,363,000,000",26.38,Consumer Staples,"Food, Beverage & Tobacco"
BF/B,BF/B US Equity,BROWN-FORMAN -B,"33,017,214,976","3,363,000,000",26.38,Consumer Staples,"Food, Beverage & Tobacco"
BFAM,BFAM US Equity,BRIGHT HORIZONS,"7,611,535,872","1,832,294,016",2.76,Consumer Discretionary,Consumer Services
BG,BG US Equity,BUNGE LTD,"6,536,684,544","39,740,999,680",8.02,Consumer Staples,"Food, Beverage & Tobacco"
BGCP,BGCP US Equity,BGC PARTNERS-A,"1,494,062,720","2,147,956,000",9.57,Financials,Diversified Financials
BGS,BGS US Equity,B&G FOODS INC,"1,882,592,896","1,838,392,000",16.59,Consumer Staples,"Food, Beverage & Tobacco"
BHF,BHF US Equity,BRIGHTHOUSE FINA,"2,956,265,728","11,556,000,000",,Financials,Insurance
BIG,BIG US Equity,BIG LOTS INC,"1,969,400,064","5,466,532,992",5.17,Consumer Discretionary,Retailing
BIIB,BIIB US Equity,BIOGEN INC,"46,420,676,608","14,487,300,096",53.63,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
BIO,BIO US Equity,BIO-RAD LABS-A,"14,922,710,016","2,293,585,088",9.64,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
BJ,BJ US Equity,BJ'S WHOLESALE C,"5,768,817,152","13,845,176,064",3.79,Consumer Staples,Food & Staples Retailing
BK,BK US Equity,BANK NY MELLON,"33,645,027,328","19,793,999,616",29.45,Financials,Diversified Financials
BKI,BKI US Equity,BLACK KNIGHT,"12,537,269,248","1,183,000,000",26.10,Information Technology,Software & Services
BKNG,BKNG US Equity,BOOKING HOLDINGS,"74,037,993,472","11,297,000,064",-76.83,Consumer Discretionary,Retailing
BLD,BLD US Equity,TOPBUILD COR,"4,906,513,920","2,644,006,016",12.45,Consumer Discretionary,Consumer Durables & Apparel
BLDR,BLDR US Equity,BUILDERS FIRSTSO,"3,543,057,920","7,477,272,064",6.64,Industrials,Capital Goods
BLK,BLK US Equity,BLACKROCK INC,"90,572,447,744","15,027,000,064",49.45,Financials,Diversified Financials
BLKB,BLKB US Equity,BLACKBAUD INC,"3,156,944,384","914,571,008",8.44,Information Technology,Software & Services
BLL,BLL US Equity,BALL CORP,"24,290,148,352","11,257,999,872",6.35,Materials,Materials
BLMN,BLMN US Equity,BLOOMIN' BRANDS,"1,087,329,792","3,576,124,032",-19.35,Consumer Discretionary,Consumer Services
BMCH,BMCH US Equity,BMC STOCK HOLDIN,"2,233,376,512","3,755,587,968",6.13,Industrials,Capital Goods
BMRN,BMRN US Equity,BIOMARIN PHARMAC,"21,402,880,000","1,847,093,984",-9.53,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
BMY,BMY US Equity,BRISTOL-MYER SQB,"143,440,396,288","34,862,000,128",8.80,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
BOX,BOX US Equity,BOX INC- CLASS A,"2,628,646,400","716,850,976",-13.21,Information Technology,Software & Services
BR,BR US Equity,BROADRIDGE FINL,"16,021,268,480","4,529,100,096",21.94,Information Technology,Software & Services
BRBR,BRBR US Equity,BELLRING BRAND-A,"2,672,341,760","854,400,000",19.02,Consumer Staples,Household & Personal Products
BRC,BRC US Equity,BRADY CORP - A,"2,608,402,944","1,124,833,024",8.52,Industrials,Commercial & Professional Services
BRK/B,BRK/B US Equity,BERKSHIRE HATH-B,"509,355,163,648","260,492,005,376",37.83,Financials,Diversified Financials
BRKR,BRKR US Equity,BRUKER CORP,"6,731,158,016","1,969,600,032",8.93,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
BRKS,BRKS US Equity,BROOKS AUTOMATIO,"4,112,871,424","850,287,008",8.67,Information Technology,Semiconductors & Semiconductor Equipment
BRO,BRO US Equity,BROWN & BROWN,"12,952,876,032","2,494,984,000",23.92,Financials,Insurance
BSIG,BSIG US Equity,BRIGHTSPHERE INV,"1,112,793,088","794,900,000",40.58,Financials,Diversified Financials
BSX,BSX US Equity,BOSTON SCIENTIFC,"57,169,760,256","10,158,000,128",-3.54,Health Care,Health Care Equipment & Services
BURL,BURL US Equity,BURLINGTON STORE,"12,685,367,296","6,453,727,040",-65.40,Consumer Discretionary,Retailing
BV,BV US Equity,BRIGHTVIEW HOLDI,"1,338,557,312","2,362,700,032",1.81,Industrials,Commercial & Professional Services
BWA,BWA US Equity,BORGWARNER INC,"8,603,120,640","8,756,000,128",-5.47,Consumer Discretionary,Automobiles & Components
BWXT,BWXT US Equity,BWX TECHNOLOGIES,"5,572,523,520","2,053,963,008",16.34,Industrials,Capital Goods
BXMT,BXMT US Equity,BLACKSTONE MOR-A,"3,734,590,208","831,408,000",17.30,Financials,Diversified Financials
BYD,BYD US Equity,BOYD GAMING CORP,"2,997,421,056","2,543,083,008",-41.15,Consumer Discretionary,Consumer Services
CABO,CABO US Equity,CABLE ONE INC,"11,228,474,368","1,253,241,024",27.63,Communication Services,Media & Entertainment
CACC,CACC US Equity,CREDIT ACCEPTANC,"9,099,537,408","1,560,000,000",35.69,Financials,Diversified Financials
CACI,CACI US Equity,CACI INTL-A,"5,342,888,960","5,720,042,112",8.94,Information Technology,Software & Services
CAG,CAG US Equity,CONAGRA BRANDS I,"18,437,300,224","11,054,400,000",11.89,Consumer Staples,"Food, Beverage & Tobacco"
CAH,CAH US Equity,CARDINAL HEALTH,"15,714,709,504","152,921,997,312",0.74,Health Care,Health Care Equipment & Services
CAKE,CAKE US Equity,CHEESECAKE FACTO,"1,234,755,584","2,191,523,008",-28.29,Consumer Discretionary,Consumer Services
CALM,CALM US Equity,CAL-MAINE FOODS,"2,226,663,168","1,351,608,976",16.79,Consumer Staples,"Food, Beverage & Tobacco"
CAR,CAR US Equity,AVIS BUDGET GROU,"2,193,856,768","7,427,999,744",-61.58,Industrials,Transportation
CARG,CARG US Equity,CARGURUS INC,"3,165,572,864","561,040,984",9.19,Communication Services,Media & Entertainment
CASY,CASY US Equity,CASEY'S GENERAL,"6,383,764,480","9,175,296,000",5.10,Consumer Staples,Food & Staples Retailing
CAT,CAT US Equity,CATERPILLAR INC,"77,202,595,840","46,533,999,616",7.84,Industrials,Capital Goods
CATM,CATM US Equity,CARDTRONICS PL-A,"1,034,977,600","1,230,108,000",-1.18,Information Technology,Software & Services
CB,CB US Equity,CHUBB LTD,"58,803,949,568","34,464,999,936",-2.95,Financials,Insurance
CBOE,CBOE US Equity,CBOE GLOBAL MARK,"9,442,359,296","1,229,500,000",54.46,Financials,Diversified Financials
CBRL,CBRL US Equity,CRACKER BARREL,"2,836,643,328","2,814,824,960",-18.26,Consumer Discretionary,Consumer Services
CBT,CBT US Equity,CABOT CORP,"2,321,698,560","2,782,000,000",0.77,Materials,Materials
CBZ,CBZ US Equity,CBIZ INC,"1,385,633,408","957,326,016",7.08,Industrials,Commercial & Professional Services
CC,CC US Equity,CHEMOURS CO,"3,539,377,664","5,139,999,872",4.76,Materials,Materials
CCK,CCK US Equity,CROWN HOLDINGS I,"10,127,633,408","11,320,999,936",10.23,Materials,Materials
CCL,CCL US Equity,CARNIVAL CORP,"11,126,049,792","16,843,000,576",-564.46,Consumer Discretionary,Consumer Services
CCMP,CCMP US Equity,CABOT MICROELEC,"4,909,468,672","1,120,708,000",21.02,Information Technology,Semiconductors & Semiconductor Equipment
CCOI,CCOI US Equity,COGENT COMMUNICA,"3,305,077,248","559,139,008",19.56,Communication Services,Telecommunication Services
CCS,CCS US Equity,CENTURY COMMUNIT,"1,240,643,584","2,761,957,056",6.83,Consumer Discretionary,Consumer Durables & Apparel
CDAY,CDAY US Equity,CERIDIAN HCM HOL,"10,267,029,504","839,400,000",2.08,Information Technology,Software & Services
CDE,CDE US Equity,COEUR MINING INC,"1,879,221,120","721,924,992",-1.81,Materials,Materials
CDK,CDK US Equity,CDK GLOBAL INC,"5,600,589,824","1,960,100,000",20.91,Information Technology,Software & Services
CDNS,CDNS US Equity,CADENCE DESIGN,"29,909,020,672","2,435,532,992",23.80,Information Technology,Software & Services
CDW,CDW US Equity,CDW CORP/DE,"16,636,708,864","18,199,500,288",6.49,Information Technology,Technology Hardware & Equipment
CE,CE US Equity,CELANESE CORP,"12,065,647,616","5,670,999,936",6.87,Materials,Materials
CENT,CENT US Equity,CENTRAL GARDEN,"2,219,932,672","2,560,284,000",12.55,Consumer Staples,Household & Personal Products
CENTA,CENTA US Equity,CENTRAL GARDEN-A,"2,219,932,672","2,560,284,000",12.55,Consumer Staples,Household & Personal Products
CERN,CERN US Equity,CERNER CORP,"22,222,614,528","5,613,750,144",11.04,Health Care,Health Care Equipment & Services
CETV,CETV US Equity,CENTRAL EURO M-A,"1,028,578,048","644,007,008",32.59,Communication Services,Media & Entertainment
CF,CF US Equity,CF INDUSTRIES HO,"7,460,132,352","4,262,000,000",23.01,Materials,Materials
CFX,CFX US Equity,COLFAX CORP,"4,136,512,000","3,171,607,936",-0.79,Industrials,Capital Goods
CG,CG US Equity,CARLYLE GROUP IN,"9,515,855,872","1,532,500,000",23.05,Financials,Diversified Financials
CGNX,CGNX US Equity,COGNEX CORP,"11,538,793,472","689,425,984",-3.63,Information Technology,Technology Hardware & Equipment
CHD,CHD US Equity,CHURCH & DWIGHT,"23,452,592,128","4,593,100,032",20.99,Consumer Staples,Household & Personal Products
CHDN,CHDN US Equity,CHURCHILL DOWNS,"6,728,648,704","1,024,900,000",-0.22,Consumer Discretionary,Consumer Services
CHE,CHE US Equity,CHEMED CORP,"8,102,869,504","2,020,934,016",18.47,Health Care,Health Care Equipment & Services
CHGG,CHGG US Equity,CHEGG INC,"9,261,411,328","504,253,992",14.42,Consumer Discretionary,Consumer Services
CHH,CHH US Equity,CHOICE HOTELS,"5,172,744,704","948,724,000",5.18,Consumer Discretionary,Consumer Services
CHNG,CHNG US Equity,CHANGE HEALTHCAR,"3,837,188,352","890,976,000",-1.11,Health Care,Health Care Equipment & Services
CHRW,CHRW US Equity,CH ROBINSON,"12,899,903,488","15,082,311,936",5.20,Industrials,Transportation
CHTR,CHTR US Equity,CHARTER COMMUN-A,"141,638,565,888","46,645,001,216",16.83,Communication Services,Media & Entertainment
CI,CI US Equity,CIGNA CORP,"67,682,418,688","154,535,002,112",6.72,Health Care,Health Care Equipment & Services
CIEN,CIEN US Equity,CIENA CORP,"9,303,166,976","3,655,558,016",14.26,Information Technology,Technology Hardware & Equipment
CIM,CIM US Equity,CHIMERA INV CORP,"2,027,862,272","571,469,984",,Financials,Diversified Financials
CINF,CINF US Equity,CINCINNATI FIN,"13,030,742,016","6,466,999,872",42.70,Financials,Insurance
CL,CL US Equity,COLGATE-PALMOLIV,"66,225,590,272","15,936,999,936",24.28,Consumer Staples,Household & Personal Products
CLDR,CLDR US Equity,CLOUDERA INC,"3,364,508,160","817,183,008",-26.52,Information Technology,Software & Services
CLF,CLF US Equity,CLEVELAND-CLIFFS,"2,391,196,416","2,541,500,032",-19.07,Materials,Materials
CLGX,CLGX US Equity,CORELOGIC INC,"5,340,407,296","1,806,337,984",19.06,Industrials,Commercial & Professional Services
CLH,CLH US Equity,CLEAN HARBORS,"3,581,984,512","3,331,235,968",8.48,Industrials,Commercial & Professional Services
CLX,CLX US Equity,CLOROX CO,"28,580,679,680","6,721,000,064",19.87,Consumer Staples,Household & Personal Products
CMC,CMC US Equity,COMMERCIAL METAL,"2,712,385,536","5,610,358,912",7.71,Materials,Materials
CMCSA,CMCSA US Equity,COMCAST CORP-A,"197,981,487,104","105,549,000,704",19.60,Communication Services,Media & Entertainment
